Stage position (Âµm),Coincidence rate (Hz) - T&B,Count rate (Hz) - B,g2(0) - T&A&B,Capture duration (ms),Counts - T,Counts - A,Counts - B,Counts - T&A,Counts - T&B,Counts - T&A&B,Counts - A&B
8.99380,1098.00,7479.00,NaN,1000.00,186624,33.0000,7479.00,0.00000,1098.00,0.00000,0.00000
9.06217,1014.00,6312.00,NaN,1000.00,186777,27.0000,6312.00,0.00000,1014.00,0.00000,0.00000
9.13114,1596.00,7092.00,NaN,1000.00,186781,27.0000,7092.00,0.00000,1596.00,0.00000,0.00000
9.20011,2467.00,9261.00,NaN,1000.00,186881,20.0000,9261.00,0.00000,2467.00,0.00000,0.00000
9.27152,2554.00,10594.0,NaN,1000.00,186368,25.0000,10594.0,0.00000,2554.00,0.00000,0.00000
9.34172,1766.00,9475.00,NaN,1000.00,187222,31.0000,9475.00,0.00000,1766.00,0.00000,0.00000
9.40947,1103.00,7330.00,NaN,1000.00,186300,19.0000,7330.00,0.00000,1103.00,0.00000,0.00000
9.47966,1040.00,6306.00,NaN,1000.00,186218,24.0000,6306.00,0.00000,1040.00,0.00000,0.00000
9.55046,1784.00,7493.00,NaN,1000.00,186974,28.0000,7493.00,0.00000,1784.00,0.00000,0.00000
9.61943,2557.00,9563.00,NaN,1000.00,186456,25.0000,9563.00,0.00000,2557.00,0.00000,0.00000
9.68902,2630.00,10601.0,NaN,1000.00,186791,17.0000,10601.0,0.00000,2630.00,0.00000,0.00000
9.75921,1830.00,9401.00,NaN,1000.00,186712,33.0000,9401.00,0.00000,1830.00,0.00000,0.00000
9.83001,1076.00,7352.00,NaN,1000.00,186762,25.0000,7352.00,0.00000,1076.00,0.00000,0.00000
9.89837,1012.00,6480.00,NaN,1000.00,187137,23.0000,6480.00,0.00000,1012.00,0.00000,0.00000
9.96796,1741.00,7395.00,NaN,1000.00,186409,29.0000,7395.00,0.00000,1741.00,0.00000,0.00000
10.0375,2531.00,9467.00,NaN,1000.00,185913,33.0000,9467.00,0.00000,2531.00,0.00000,0.00000
10.1077,2529.00,10390.0,NaN,1000.00,186625,27.0000,10390.0,0.00000,2529.00,0.00000,0.00000
10.1785,1647.00,9123.00,NaN,1000.00,186209,18.0000,9123.00,0.00000,1647.00,0.00000,0.00000
10.2493,999.000,7191.00,NaN,1000.00,185414,35.0000,7191.00,0.00000,999.000,0.00000,0.00000
10.3177,1237.00,6691.00,NaN,1000.00,187296,21.0000,6691.00,0.00000,1237.00,0.00000,0.00000
10.3867,1921.00,7831.00,NaN,1000.00,187541,28.0000,7831.00,0.00000,1921.00,0.00000,0.00000
10.4569,2552.00,9662.00,NaN,1000.00,187325,28.0000,9662.00,0.00000,2552.00,0.00000,0.00000
10.5264,2390.00,10278.0,NaN,1000.00,187371,30.0000,10278.0,0.00000,2390.00,0.00000,0.00000
10.5985,1658.00,9000.00,NaN,1000.00,186700,17.0000,9000.00,0.00000,1658.00,0.00000,0.00000
10.6662,985.000,7095.00,NaN,1000.00,186299,19.0000,7095.00,0.00000,985.000,0.00000,0.00000
10.7358,1306.00,6857.00,NaN,1000.00,186829,19.0000,6857.00,0.00000,1306.00,0.00000,0.00000
10.8042,2045.00,8200.00,NaN,1000.00,186996,21.0000,8200.00,0.00000,2045.00,0.00000,0.00000
10.8737,2667.00,9884.00,NaN,1000.00,186313,39.0000,9884.00,0.00000,2667.00,0.00000,0.00000
10.9458,2327.00,10161.0,NaN,1000.00,186254,34.0000,10161.0,0.00000,2327.00,0.00000,0.00000
11.0135,1491.00,8604.00,NaN,1000.00,186686,43.0000,8604.00,0.00000,1491.00,0.00000,0.00000
